3	1	135
2769	136	135
4917	271	135
5127	406	135
8043	811	135
8358	946	135
9059	1216	135
9775	1351	135
10229	1486	135
11766	1621	135
12702	1756	135
14454	1891	135
15950	2026	135
16942	2161	75
17150	2236	75
17432	2311	75
18950	2386	75
19367	2461	135
21178	2731	135
21915	2866	135
22089	3001	135
22372	3136	135
22712	3271	135
24173	3406	135
24311	3541	135
29099	3676	135
29265	3811	135
30642	3946	135
32320	4081	135
35576	4216	135
39687	4351	135
39791	4486	135
40769	4621	135
41008	4756	135
42569	5026	135
43018	5161	135
43164	5296	135
45734	5431	135
46338	5566	135
47175	5701	135
49812	5836	75
49937	5911	75
50206	5986	135
51046	6121	135
51773	6391	135
52812	6526	135
53515	6661	135
53634	6796	135
55998	6931	135
57444	7201	135
57722	7336	135
58628	7471	135
58866	7606	135
66592	8011	135
68420	8146	135
68680	8281	135
68938	8416	135
69031	8551	135
69128	8686	135
69846	8821	135
69918	8956	135
70509	9091	135
71286	9226	135
71898	9361	135
72040	9496	135
72858	9631	135
73134	9766	135
77803	9901	75
77836	9976	75
78447	10051	75
81016	10126	75
84965	10201	135
86130	10336	135
86251	10471	135
86350	10606	135
88950	10741	135
90092	10876	135
90302	11011	135
90415	11146	135
90721	11281	135
93148	11416	135
93223	11551	135
93435	11686	135
93648	11821	135
94187	11956	135
95441	12091	135
96226	12361	135
98699	12496	135
98883	12631	135
102037	12766	75
102070	12841	75
102162	12916	75
103863	12991	75
106932	13066	135
108219	13201	135
109287	13336	135
109451	13471	135
109773	13741	135
110556	13876	135
110955	14011	135
112205	14146	135
113150	14281	135
114542	14416	135
114843	14551	135
114960	14686	135
117260	14821	135
119986	14956	135
122747	15091	135
123938	15226	135
126038	15361	135
127913	15496	135
128028	15631	135
128376	15766	135
128643	15901	135
129799	16036	135
130470	16171	135
131881	16576	135
134055	16711	135
134181	16846	135
134566	16981	135
134993	17116	135
135356	17251	135
136634	17386	135
136705	17521	135
136890	17656	135
138118	17926	135
138506	18061	135
139184	18196	135
139581	18331	135
139702	18466	75
141590	18541	75
141814	18616	75
141897	18691	135
141954	18826	135
142037	18961	135
144777	19096	75
146954	19171	135
147175	19306	135
147268	19441	135
148022	19576	135
148398	19711	135
148711	19846	135
153660	19981	135
154503	20116	135
155213	20386	135
155828	20521	135
156652	20791	135
157151	20926	135
159254	21061	135
159671	21196	135
159736	21331	135
159848	21466	135
160368	21601	135
160465	21736	135
161486	21871	135
163426	22006	135
166001	22141	135
166195	22276	135
166542	22411	135
166934	22546	135
167041	22681	135
169174	22816	135
169278	22951	135
171061	23086	75
171131	23161	75
171231	23236	135
171343	23371	135
171377	23506	75
171562	23581	135
171638	23716	135
172570	23851	135
173074	23986	135
174329	24121	135
175946	24256	135
179269	24391	135
181984	24526	135
182266	24661	135
185403	24796	135
186284	24931	135
188073	25066	135
188380	25201	135
188672	25336	135
188853	25471	135
189351	25606	135
192520	25741	135
194647	25876	135
194915	26011	135
198967	26281	135
199536	26551	135
201281	26686	135
201792	26821	135
201942	26956	135
202637	27091	135
202846	27226	135
204094	27361	75
204205	27436	75
